Year,occupation,occupation_code,industry,naics_code,age_group,days_away,cases,total_cases,median_days
2017,Food Service Managers,119051.0,,,,1 day,810.0,2760.0,4.0
2017,Funeral Service Managers,119060.0,,,,1 day,,40.0,24.0
2017,Funeral Service Managers,119061.0,,,,1 day,,40.0,24.0
2017,Lodging Managers,119080.0,,,,1 day,40.0,50.0,1.0
2017,Lodging Managers,119081.0,,,,1 day,40.0,50.0,1.0
2017,Medical and Health Services Managers,119110.0,,,,1 day,570.0,3650.0,5.0
2017,Medical and Health Services Managers,119111.0,,,,1 day,570.0,3650.0,5.0
2017,"Property, Real Estate, and Community Association Managers",119140.0,,,,1 day,150.0,420.0,5.0
2017,"Property, Real Estate, and Community Association Managers",119141.0,,,,1 day,150.0,420.0,5.0
2017,Social and Community Service Managers,119150.0,,,,1 day,70.0,480.0,3.0
2017,Social and Community Service Managers,119151.0,,,,1 day,70.0,480.0,3.0
2017,Emergency Management Directors,119160.0,,,,1 day,50.0,60.0,1.0
2017,Emergency Management Directors,119161.0,,,,1 day,50.0,60.0,1.0
2017,Miscellaneous Managers,119190.0,,,,1 day,620.0,2490.0,7.0
2017,"Managers, All Other",119199.0,,,,1 day,620.0,2490.0,7.0
2017,Business and Financial Operations Occupations,130000.0,,,,1 day,980.0,6260.0,10.0
2017,Business Operations Specialists,131000.0,,,,1 day,800.0,4470.0,10.0
2017,Buyers and Purchasing Agents,131020.0,,,,1 day,50.0,510.0,20.0
2017,"Buyers and Purchasing Agents, Farm Products",131021.0,,,,1 day,,60.0,12.0
2017,"Wholesale and Retail Buyers, Except Farm Products",131022.0,,,,1 day,40.0,180.0,7.0
2017,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",131023.0,,,,1 day,,270.0,49.0
2017,"Claims Adjusters, Appraisers, Examiners, and Investigators",131030.0,,,,1 day,60.0,370.0,13.0
2017,"Claims Adjusters, Examiners, and Investigators",131031.0,,,,1 day,60.0,320.0,12.0
2017,"Insurance Appraisers, Auto Damage",131032.0,,,,1 day,,50.0,43.0
2017,Compliance Officers,131040.0,,,,1 day,40.0,130.0,13.0
2017,Compliance Officers,131041.0,,,,1 day,40.0,130.0,13.0
2017,Cost Estimators,131050.0,,,,1 day,,100.0,27.0
2017,Cost Estimators,131051.0,,,,1 day,,100.0,27.0
2017,Human Resources Workers,131070.0,,,,1 day,150.0,700.0,4.0
2017,Human Resources Specialists,131071.0,,,,1 day,140.0,660.0,5.0
2017,Labor Relations Specialists,131075.0,,,,1 day,,30.0,2.0
2017,Logisticians,131080.0,,,,1 day,40.0,530.0,30.0
2017,Logisticians,131081.0,,,,1 day,40.0,530.0,30.0
2017,Management Analysts,131110.0,,,,1 day,60.0,440.0,6.0
2017,Management Analysts,131111.0,,,,1 day,60.0,440.0,6.0
2017,"Meeting, Convention, and Event Planners",131120.0,,,,1 day,80.0,250.0,5.0
2017,"Meeting, Convention, and Event Planners",131121.0,,,,1 day,80.0,250.0,5.0
2017,Fundraisers,131130.0,,,,1 day,,50.0,42.0
2017,Fundraisers,131131.0,,,,1 day,,50.0,42.0
2017,"Compensation, Benefits, and Job Analysis Specialists",131140.0,,,,1 day,,50.0,7.0
2017,"Compensation, Benefits, and Job Analysis Specialists",131141.0,,,,1 day,,50.0,7.0
2017,Training and Development Specialists,131150.0,,,,1 day,120.0,420.0,5.0
2017,Training and Development Specialists,131151.0,,,,1 day,120.0,420.0,5.0
2017,Market Research Analysts and Marketing Specialists,131160.0,,,,1 day,40.0,440.0,11.0
2017,Market Research Analysts and Marketing Specialists,131161.0,,,,1 day,40.0,440.0,11.0
2017,Miscellaneous Business Operations Specialists,131190.0,,,,1 day,130.0,470.0,5.0
2017,"Business Operations Specialists, All Other",131199.0,,,,1 day,130.0,470.0,5.0
2017,Financial Specialists,132000.0,,,,1 day,170.0,1800.0,10.0
2017,Accountants and Auditors,132010.0,,,,1 day,140.0,890.0,20.0
2017,Accountants and Auditors,132011.0,,,,1 day,140.0,890.0,20.0
2017,Appraisers and Assessors of Real Estate,132020.0,,,,1 day,,40.0,7.0
2017,Appraisers and Assessors of Real Estate,132021.0,,,,1 day,,40.0,7.0
2017,Financial Analysts and Advisors,132050.0,,,,1 day,,470.0,3.0
2017,Financial Analysts,132051.0,,,,1 day,,60.0,32.0
2017,Personal Financial Advisors,132052.0,,,,1 day,,330.0,3.0
2017,Insurance Underwriters,132053.0,,,,1 day,,80.0,17.0
2017,Financial Examiners,132060.0,,,,1 day,,30.0,100.0
2017,Financial Examiners,132061.0,,,,1 day,,30.0,100.0
2017,Credit Counselors and Loan Officers,132070.0,,,,1 day,20.0,150.0,2.0
2017,Credit Counselors,132071.0,,,,1 day,,20.0,180.0
2017,Loan Officers,132072.0,,,,1 day,20.0,130.0,2.0
2017,Miscellaneous Financial Specialists,132090.0,,,,1 day,,200.0,30.0
2017,"Financial Specialists, All Other",132099.0,,,,1 day,,200.0,30.0
2017,"Computer, Engineering, and Science Occupations",,,,,1 day,810.0,5680.0,5.0
2017,Computer and Mathematical Occupations,150000.0,,,,1 day,210.0,1300.0,5.0
2017,Computer Occupations,151100.0,,,,1 day,200.0,1190.0,5.0
2017,Computer and Information Analysts,151120.0,,,,1 day,20.0,70.0,5.0
2017,Computer Systems Analysts,151121.0,,,,1 day,20.0,50.0,5.0
2017,Software Developers and Programmers,151130.0,,,,1 day,20.0,130.0,14.0
2017,Computer Programmers,151131.0,,,,1 day,,20.0,2.0
2017,"Software Developers, Applications",151132.0,,,,1 day,,30.0,15.0
2017,"Software Developers, Systems Software",151133.0,,,,1 day,,80.0,14.0
2017,Database and Systems Administrators and Network Architects,151140.0,,,,1 day,30.0,260.0,5.0
2017,Network and Computer Systems Administrators,151142.0,,,,1 day,,200.0,11.0
2017,Computer Network Architects,151143.0,,,,1 day,30.0,40.0,1.0
2017,Computer Support Specialists,151150.0,,,,1 day,60.0,450.0,10.0
2017,Computer User Support Specialists,151151.0,,,,1 day,,200.0,16.0
2017,Computer Network Support Specialists,151152.0,,,,1 day,50.0,250.0,5.0
2017,Miscellaneous Computer Occupations,151190.0,,,,1 day,60.0,270.0,3.0
2017,"Computer Occupations, All Other",151199.0,,,,1 day,60.0,270.0,3.0
2017,Mathematical Science Occupations,152000.0,,,,1 day,,110.0,3.0
2017,Operations Research Analysts,152030.0,,,,1 day,,70.0,10.0
2017,Operations Research Analysts,152031.0,,,,1 day,,70.0,10.0
2017,Statisticians,152040.0,,,,1 day,,40.0,2.0
2017,Statisticians,152041.0,,,,1 day,,40.0,2.0
2017,Architecture and Engineering Occupations,170000.0,,,,1 day,340.0,3020.0,5.0
2017,"Architects, Surveyors, and Cartographers",171000.0,,,,1 day,,360.0,12.0
2017,"Surveyors, Cartographers, and Photogrammetrists",171020.0,,,,1 day,,200.0,3.0
2017,Surveyors,171022.0,,,,1 day,,190.0,3.0
2017,Engineers,172000.0,,,,1 day,170.0,1230.0,5.0
2017,Civil Engineers,172050.0,,,,1 day,,370.0,5.0
2017,Civil Engineers,172051.0,,,,1 day,,370.0,5.0
2017,Electrical and Electronics Engineers,172070.0,,,,1 day,20.0,130.0,5.0
2017,Electrical Engineers,172071.0,,,,1 day,20.0,90.0,5.0
2017,"Electronics Engineers, Except Computer",172072.0,,,,1 day,,30.0,5.0
2017,Environmental Engineers,172080.0,,,,1 day,,20.0,2.0
2017,Environmental Engineers,172081.0,,,,1 day,,20.0,2.0
2017,"Industrial Engineers, Including Health and Safety",172110.0,,,,1 day,30.0,230.0,12.0
2017,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",172111.0,,,,1 day,,80.0,20.0
2017,Industrial Engineers,172112.0,,,,1 day,30.0,150.0,6.0
2017,Materials Engineers,172130.0,,,,1 day,,20.0,2.0
2017,Materials Engineers,172131.0,,,,1 day,,20.0,2.0
2017,Mechanical Engineers,172140.0,,,,1 day,,100.0,5.0
2017,Mechanical Engineers,172141.0,,,,1 day,,100.0,5.0
2017,"Mining and Geological Engineers, Including Mining Safety Engineers",172150.0,,,,1 day,,50.0,76.0
2017,"Mining and Geological Engineers, Including Mining Safety Engineers",172151.0,,,,1 day,,50.0,76.0
2017,Miscellaneous Engineers,172190.0,,,,1 day,90.0,270.0,22.0
2017,"Engineers, All Other",172199.0,,,,1 day,90.0,270.0,22.0
2017,"Drafters, Engineering Technicians, and Mapping Technicians",173000.0,,,,1 day,150.0,1440.0,5.0
2017,Drafters,173010.0,,,,1 day,,70.0,5.0
2017,"Drafters, All Other",173019.0,,,,1 day,,70.0,5.0
2017,"Engineering Technicians, Except Drafters",173020.0,,,,1 day,150.0,1090.0,7.0
2017,Civil Engineering Technicians,173022.0,,,,1 day,,40.0,3.0
2017,Electrical and Electronics Engineering Technicians,173023.0,,,,1 day,70.0,580.0,5.0
2017,Industrial Engineering Technicians,173026.0,,,,1 day,,60.0,12.0
2017,Mechanical Engineering Technicians,173027.0,,,,1 day,,30.0,14.0
2017,"Engineering Technicians, Except Drafters, All Other",173029.0,,,,1 day,50.0,350.0,14.0
2017,Surveying and Mapping Technicians,173030.0,,,,1 day,,280.0,2.0
2017,Surveying and Mapping Technicians,173031.0,,,,1 day,,280.0,2.0
2017,"Life, Physical, and Social Science Occupations",190000.0,,,,1 day,260.0,1350.0,4.0
2017,Life Scientists,191000.0,,,,1 day,70.0,300.0,4.0
2017,Agricultural and Food Scientists,191010.0,,,,1 day,,40.0,2.0
2017,Animal Scientists,191011.0,,,,1 day,,30.0,2.0
2017,Biological Scientists,191020.0,,,,1 day,40.0,70.0,1.0
2017,Zoologists and Wildlife Biologists,191023.0,,,,1 day,,30.0,1.0
2017,"Biological Scientists, All Other",191029.0,,,,1 day,,20.0,5.0
2017,Conservation Scientists and Foresters,191030.0,,,,1 day,,30.0,2.0
2017,Foresters,191032.0,,,,1 day,,20.0,5.0
2017,Medical Scientists,191040.0,,,,1 day,20.0,160.0,7.0
2017,"Medical Scientists, Except Epidemiologists",191042.0,,,,1 day,20.0,160.0,7.0
2017,Physical Scientists,192000.0,,,,1 day,80.0,210.0,3.0
2017,Chemists and Materials Scientists,192030.0,,,,1 day,,70.0,4.0
2017,Chemists,192031.0,,,,1 day,,70.0,4.0
2017,Environmental Scientists and Geoscientists,192040.0,,,,1 day,80.0,80.0,1.0
2017,"Environmental Scientists and Specialists, Including Health",192041.0,,,,1 day,80.0,80.0,1.0
2017,Miscellaneous Physical Scientists,192090.0,,,,1 day,,60.0,4.0
2017,"Physical Scientists, All Other",192099.0,,,,1 day,,60.0,4.0
2017,Social Scientists and Related Workers,193000.0,,,,1 day,,80.0,4.0
2017,Psychologists,193030.0,,,,1 day,,40.0,6.0
2017,"Clinical, Counseling, and School Psychologists",193031.0,,,,1 day,,20.0,7.0
2017,"Psychologists, All Other",193039.0,,,,1 day,,20.0,5.0
2017,Miscellaneous Social Scientists and Related Workers,193090.0,,,,1 day,,30.0,4.0
2017,"Social Scientists and Related Workers, All Other",193099.0,,,,1 day,,20.0,4.0
2017,"Life, Physical, and Social Science Technicians",194000.0,,,,1 day,100.0,760.0,6.0
2017,Agricultural and Food Science Technicians,194010.0,,,,1 day,,120.0,11.0
2017,Agricultural and Food Science Technicians,194011.0,,,,1 day,,120.0,11.0
2017,Biological Technicians,194020.0,,,,1 day,,60.0,5.0
2017,Biological Technicians,194021.0,,,,1 day,,60.0,5.0
2017,Chemical Technicians,194030.0,,,,1 day,40.0,240.0,130.0
2017,Chemical Technicians,194031.0,,,,1 day,40.0,240.0,130.0
2017,Social Science Research Assistants,194060.0,,,,1 day,20.0,30.0,1.0
2017,Social Science Research Assistants,194061.0,,,,1 day,20.0,30.0,1.0
2017,"Miscellaneous Life, Physical, and Social Science Technicians",194090.0,,,,1 day,20.0,280.0,3.0
2017,"Environmental Science and Protection Technicians, Including Health",194091.0,,,,1 day,,70.0,11.0
2017,"Life, Physical, and Social Science Technicians, All Other",194099.0,,,,1 day,,190.0,3.0
2017,"Education, Legal, Community Service, Arts, and Media Occupations",,,,,1 day,3540.0,22260.0,7.0
2017,Community and Social Service Occupations,210000.0,,,,1 day,1210.0,6940.0,4.0
2017,"Counselors, Social Workers, and Other Community and Social Service Specialists",211000.0,,,,1 day,1180.0,6780.0,4.0
2017,Counselors,211010.0,,,,1 day,440.0,2420.0,5.0
2017,Substance Abuse and Behavioral Disorder Counselors,211011.0,,,,1 day,100.0,490.0,5.0
2017,"Educational, Guidance, School, and Vocational Counselors",211012.0,,,,1 day,50.0,210.0,3.0
2017,Mental Health Counselors,211014.0,,,,1 day,90.0,540.0,6.0
2017,Rehabilitation Counselors,211015.0,,,,1 day,70.0,330.0,5.0
2017,"Counselors, All Other",211019.0,,,,1 day,140.0,830.0,4.0
2017,Social Workers,211020.0,,,,1 day,330.0,2440.0,4.0
2017,"Child, Family, and School Social Workers",211021.0,,,,1 day,40.0,270.0,3.0
2017,Healthcare Social Workers,211022.0,,,,1 day,20.0,510.0,3.0
2017,Mental Health and Substance Abuse Social Workers,211023.0,,,,1 day,40.0,140.0,7.0
2017,"Social Workers, All Other",211029.0,,,,1 day,220.0,1520.0,5.0
2017,Miscellaneous Community and Social Service Specialists,211090.0,,,,1 day,420.0,1910.0,5.0
2017,Health Educators,211091.0,,,,1 day,,90.0,5.0
2017,Social and Human Service Assistants,211093.0,,,,1 day,250.0,1210.0,4.0
2017,Community Health Workers,211094.0,,,,1 day,30.0,70.0,5.0
2017,"Community and Social Service Specialists, All Other",211099.0,,,,1 day,130.0,550.0,9.0
2017,Religious Workers,212000.0,,,,1 day,30.0,160.0,3.0
2017,Clergy,212010.0,,,,1 day,30.0,60.0,2.0
2017,Clergy,212011.0,,,,1 day,30.0,60.0,2.0
2017,"Directors, Religious Activities and Education",212020.0,,,,1 day,,100.0,21.0
2017,"Directors, Religious Activities and Education",212021.0,,,,1 day,,100.0,21.0
2017,Legal Occupations,230000.0,,,,1 day,130.0,710.0,2.0
2017,"Lawyers, Judges, and Related Workers",231000.0,,,,1 day,,70.0,5.0
2017,Lawyers and Judicial Law Clerks,231010.0,,,,1 day,,70.0,5.0
2017,Lawyers,231011.0,,,,1 day,,70.0,5.0
2017,Legal Support Workers,232000.0,,,,1 day,120.0,650.0,2.0
2017,Paralegals and Legal Assistants,232010.0,,,,1 day,40.0,450.0,2.0
2017,Paralegals and Legal Assistants,232011.0,,,,1 day,40.0,450.0,2.0
2017,Miscellaneous Legal Support Workers,232090.0,,,,1 day,,200.0,2.0
2017,"Title Examiners, Abstractors, and Searchers",232093.0,,,,1 day,,120.0,1.0
2017,"Legal Support Workers, All Other",232099.0,,,,1 day,,80.0,2.0
2017,"Education, Training, and Library Occupations",250000.0,,,,1 day,1650.0,8340.0,4.0
2017,Postsecondary Teachers,251000.0,,,,1 day,40.0,270.0,11.0
2017,Miscellaneous Postsecondary Teachers,251190.0,,,,1 day,30.0,250.0,11.0
2017,"Vocational Education Teachers, Postsecondary",251194.0,,,,1 day,,50.0,3.0
2017,"Postsecondary Teachers, All Other",251199.0,,,,1 day,30.0,190.0,31.0
2017,"Preschool, Primary, Secondary, and Special Education School Teachers",252000.0,,,,1 day,660.0,3590.0,5.0
2017,Preschool and Kindergarten Teachers,252010.0,,,,1 day,240.0,1890.0,6.0
2017,"Preschool Teachers, Except Special Education",252011.0,,,,1 day,240.0,1880.0,6.0
2017,Elementary and Middle School Teachers,252020.0,,,,1 day,300.0,1040.0,3.0
2017,"Elementary School Teachers, Except Special Education",252021.0,,,,1 day,300.0,970.0,4.0
2017,"Middle School Teachers, Except Special and Career/Technical Education",252022.0,,,,1 day,,70.0,2.0
2017,Secondary School Teachers,252030.0,,,,1 day,30.0,150.0,3.0
2017,"Secondary School Teachers, Except Special and Career/Technical Education",252031.0,,,,1 day,30.0,150.0,3.0
2017,Special Education Teachers,252050.0,,,,1 day,90.0,500.0,5.0
2017,"Special Education Teachers, Secondary School",252054.0,,,,1 day,,20.0,4.0
2017,"Special Education Teachers, All Other",252059.0,,,,1 day,80.0,460.0,4.0
2017,Other Teachers and Instructors,253000.0,,,,1 day,150.0,1080.0,6.0
2017,Adult Basic and Secondary Education and Literacy Teachers and Instructors,253010.0,,,,1 day,,40.0,26.0
2017,Adult Basic and Secondary Education and Literacy Teachers and Instructors,253011.0,,,,1 day,,40.0,26.0
2017,Self-Enrichment Education Teachers,253020.0,,,,1 day,40.0,420.0,3.0
2017,Self-Enrichment Education Teachers,253021.0,,,,1 day,40.0,420.0,3.0
2017,Miscellaneous Teachers and Instructors,253090.0,,,,1 day,110.0,620.0,12.0
2017,"Teachers and Instructors, All Other",253099.0,,,,1 day,110.0,620.0,12.0
2017,"Librarians, Curators, and Archivists",254000.0,,,,1 day,70.0,130.0,1.0
2017,"Archivists, Curators, and Museum Technicians",254010.0,,,,1 day,50.0,100.0,1.0
2017,Museum Technicians and Conservators,254013.0,,,,1 day,50.0,70.0,1.0
2017,Librarians,254020.0,,,,1 day,,30.0,1.0
2017,Librarians,254021.0,,,,1 day,,30.0,1.0
2017,"Other Education, Training, and Library Occupations",259000.0,,,,1 day,740.0,3270.0,4.0
2017,Instructional Coordinators,259030.0,,,,1 day,120.0,290.0,2.0
2017,Instructional Coordinators,259031.0,,,,1 day,120.0,290.0,2.0
2017,Teacher Assistants,259040.0,,,,1 day,610.0,2840.0,4.0
2017,Teacher Assistants,259041.0,,,,1 day,610.0,2840.0,4.0
2017,"Miscellaneous Education, Training, and Library Workers",259090.0,,,,1 day,,130.0,16.0
2017,"Education, Training, and Library Workers, All Other",259099.0,,,,1 day,,130.0,16.0
2017,"Arts, Design, Entertainment, Sports, and Media Occupations",270000.0,,,,1 day,540.0,6270.0,17.0
2017,Art and Design Workers,271000.0,,,,1 day,130.0,1140.0,14.0
2017,Artists and Related Workers,271010.0,,,,1 day,,170.0,54.0
2017,Art Directors,271011.0,,,,1 day,,20.0,14.0
2017,Craft Artists,271012.0,,,,1 day,,30.0,3.0
2017,"Artists and Related Workers, All Other",271019.0,,,,1 day,,100.0,54.0
2017,Designers,271020.0,,,,1 day,120.0,970.0,11.0
2017,Commercial and Industrial Designers,271021.0,,,,1 day,,20.0,1.0
2017,Floral Designers,271023.0,,,,1 day,,160.0,15.0
2017,Graphic Designers,271024.0,,,,1 day,40.0,70.0,1.0
2017,Interior Designers,271025.0,,,,1 day,,40.0,1.0
2017,Merchandise Displayers and Window Trimmers,271026.0,,,,1 day,30.0,540.0,21.0
2017,Set and Exhibit Designers,271027.0,,,,1 day,,50.0,10.0
2017,"Designers, All Other",271029.0,,,,1 day,,100.0,10.0
2017,"Entertainers and Performers, Sports and Related Workers",272000.0,,,,1 day,270.0,4200.0,21.0
2017,"Actors, Producers, and Directors",272010.0,,,,1 day,110.0,310.0,5.0
2017,Actors,272011.0,,,,1 day,90.0,200.0,15.0
2017,Producers and Directors,272012.0,,,,1 day,20.0,110.0,2.0
2017,"Athletes, Coaches, Umpires, and Related Workers",272020.0,,,,1 day,120.0,3170.0,26.0
2017,Athletes and Sports Competitors,272021.0,,,,1 day,70.0,2510.0,37.0
2017,Coaches and Scouts,272022.0,,,,1 day,50.0,650.0,7.0
2017,"Umpires, Referees, and Other Sports Officials",272023.0,,,,1 day,,20.0,13.0
2017,Dancers and Choreographers,272030.0,,,,1 day,20.0,290.0,8.0
2017,Dancers,272031.0,,,,1 day,20.0,290.0,8.0
2017,"Musicians, Singers, and Related Workers",272040.0,,,,1 day,,30.0,12.0
2017,Musicians and Singers,272042.0,,,,1 day,,20.0,69.0
2017,"Miscellaneous Entertainers and Performers, Sports and Related Workers",272090.0,,,,1 day,20.0,390.0,16.0
2017,"Entertainers and Performers, Sports and Related Workers, All Other",272099.0,,,,1 day,20.0,390.0,16.0
2017,Media and Communication Workers,273000.0,,,,1 day,50.0,370.0,5.0
2017,"News Analysts, Reporters and Correspondents",273020.0,,,,1 day,,80.0,3.0
2017,Broadcast News Analysts,273021.0,,,,1 day,,20.0,3.0
2017,Reporters and Correspondents,273022.0,,,,1 day,,60.0,4.0
2017,Public Relations Specialists,273030.0,,,,1 day,,30.0,4.0
2017,Public Relations Specialists,273031.0,,,,1 day,,30.0,4.0
2017,Writers and Editors,273040.0,,,,1 day,,90.0,5.0
2017,Editors,273041.0,,,,1 day,,60.0,3.0
2017,Technical Writers,273042.0,,,,1 day,,20.0,90.0
2017,Miscellaneous Media and Communication Workers,273090.0,,,,1 day,30.0,160.0,7.0
2017,Interpreters and Translators,273091.0,,,,1 day,20.0,40.0,2.0
2017,"Media and Communication Workers, All Other",273099.0,,,,1 day,,120.0,7.0
2017,Media and Communication Equipment Workers,274000.0,,,,1 day,100.0,560.0,8.0
2017,Broadcast and Sound Engineering Technicians and Radio Operators,274010.0,,,,1 day,,110.0,21.0
2017,Audio and Video Equipment Technicians,274011.0,,,,1 day,,60.0,30.0
2017,Broadcast Technicians,274012.0,,,,1 day,,40.0,19.0
2017,Photographers,274020.0,,,,1 day,60.0,290.0,7.0
2017,Photographers,274021.0,,,,1 day,60.0,290.0,7.0
2017,"Television, Video, and Motion Picture Camera Operators and Editors",274030.0,,,,1 day,30.0,160.0,8.0
2017,"Camera Operators, Television, Video, and Motion Picture",274031.0,,,,1 day,,100.0,6.0
2017,Film and Video Editors,274032.0,,,,1 day,20.0,60.0,15.0
2017,Healthcare Practitioners and Technical Occupations,,,,,1 day,7720.0,49230.0,7.0
2017,Healthcare Practitioners and Technical Occupations,290000.0,,,,1 day,7720.0,49230.0,7.0
2017,Health Diagnosing and Treating Practitioners,291000.0,,,,1 day,3570.0,25520.0,8.0
2017,Dentists,291020.0,,,,1 day,50.0,450.0,180.0
2017,"Dentists, General",291021.0,,,,1 day,,440.0,180.0
2017,Dietitians and Nutritionists,291030.0,,,,1 day,20.0,90.0,6.0
2017,Dietitians and Nutritionists,291031.0,,,,1 day,20.0,90.0,6.0
2017,Pharmacists,291050.0,,,,1 day,30.0,150.0,4.0
2017,Pharmacists,291051.0,,,,1 day,30.0,150.0,4.0
2017,Physicians and Surgeons,291060.0,,,,1 day,20.0,390.0,6.0
2017,Family and General Practitioners,291062.0,,,,1 day,,20.0,13.0
2017,Psychiatrists,291066.0,,,,1 day,,20.0,180.0
2017,Surgeons,291067.0,,,,1 day,,90.0,3.0
2017,"Physicians and Surgeons, All Other",291069.0,,,,1 day,,260.0,9.0
2017,Physician Assistants,291070.0,,,,1 day,20.0,140.0,9.0
2017,Physician Assistants,291071.0,,,,1 day,20.0,140.0,9.0
2017,Therapists,291120.0,,,,1 day,500.0,2680.0,7.0
2017,Occupational Therapists,291122.0,,,,1 day,60.0,600.0,10.0
2017,Physical Therapists,291123.0,,,,1 day,100.0,780.0,8.0
2017,Radiation Therapists,291124.0,,,,1 day,,40.0,4.0
2017,Recreational Therapists,291125.0,,,,1 day,20.0,100.0,4.0
2017,Respiratory Therapists,291126.0,,,,1 day,120.0,580.0,8.0
2017,Speech-Language Pathologists,291127.0,,,,1 day,120.0,220.0,1.0
2017,"Therapists, All Other",291129.0,,,,1 day,80.0,360.0,17.0
2017,Veterinarians,291130.0,,,,1 day,70.0,630.0,5.0
2017,Veterinarians,291131.0,,,,1 day,70.0,630.0,5.0
2017,Registered Nurses,291140.0,,,,1 day,2850.0,20730.0,8.0
2017,Registered Nurses,291141.0,,,,1 day,2850.0,20730.0,8.0
2017,Nurse Anesthetists,291150.0,,,,1 day,,30.0,145.0
2017,Nurse Anesthetists,291151.0,,,,1 day,,30.0,145.0
2017,Nurse Practitioners,291170.0,,,,1 day,30.0,200.0,10.0
2017,Nurse Practitioners,291171.0,,,,1 day,30.0,200.0,10.0
2017,Health Technologists and Technicians,292000.0,,,,1 day,4060.0,23100.0,6.0
2017,Clinical Laboratory Technologists and Technicians,292010.0,,,,1 day,370.0,2160.0,7.0
2017,Medical and Clinical Laboratory Technologists,292011.0,,,,1 day,40.0,340.0,11.0
2017,Medical and Clinical Laboratory Technicians,292012.0,,,,1 day,340.0,1830.0,7.0
2017,Dental Hygienists,292020.0,,,,1 day,,130.0,3.0
2017,Dental Hygienists,292021.0,,,,1 day,,130.0,3.0
